country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Delhi,Delhi,"DTU, Delhi - CPCB",11-04-2026 13:00,28.7500499,77.1112615,PM2.5,15.0,193.0,62.0
India,Delhi,Delhi,"Talkatora Garden, Delhi - DPCC",11-04-2026 13:00,28.62181,77.1944633,CO,28.0,53.0,44.0
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",11-04-2026 13:00,28.672342,77.31526,CO,37.0,68.0,63.0
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC",11-04-2026 13:00,28.699793,77.165453,PM2.5,48.0,245.0,80.0
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC",11-04-2026 13:00,28.699793,77.165453,CO,24.0,65.0,34.0
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM",11-04-2026 13:00,23.107969,72.574648,CO,6.0,142.0,30.0
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM",11-04-2026 13:00,23.107969,72.574648,OZONE,1.0,161.0,150.0
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM",11-04-2026 13:00,22.977134,72.553024,NO2,0.0,0.0,0.0
India,Delhi,Delhi,"R K Puram, Delhi - DPCC",11-04-2026 13:00,28.563262,77.186937,NH3,4.0,6.0,3.0
India,Delhi,Delhi,"R K Puram, Delhi - DPCC",11-04-2026 13:00,28.563262,77.186937,SO2,6.0,67.0,39.0
India,Delhi,Delhi,"R K Puram, Delhi - DPCC",11-04-2026 13:00,28.563262,77.186937,OZONE,12.0,74.0,50.0
India,Delhi,Delhi,"Rohini, Delhi - DPCC",11-04-2026 13:00,28.732528,77.11992,CO,12.0,42.0,19.0
India,Delhi,Delhi,"Shadipur, Delhi - CPCB",11-04-2026 13:00,28.6514781,77.1473105,NH3,5.0,8.0,6.0
India,Delhi,Delhi,"Sirifort, Delhi - CPCB",11-04-2026 13:00,28.5504249,77.2159377,PM2.5,38.0,127.0,64.0
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC",11-04-2026 13:00,28.710508,77.249485,NO2,9.0,43.0,20.0
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM",11-04-2026 13:00,23.016834,72.625775,OZONE,1.0,159.0,57.0
